Unix_Timestamp,Real_World_Time,Latitude,Longitude,Altitude_m,Roll_deg,Pitch_deg,Yaw_deg
1775769319.662635,2026-04-09 21:15:19.662,40.428596,-86.9278318,188.989990234375,0.5099468231201172,-0.09099209308624268,46.017486572265625
1775769319.762651,2026-04-09 21:15:19.762,40.428596,-86.9278318,188.989990234375,0.5098598003387451,-0.08926746994256973,46.0074462890625
1775769319.862662,2026-04-09 21:15:19.862,40.428596,-86.9278318,188.989990234375,0.5121362209320068,-0.08978400379419327,46.00386047363281
1775769319.962659,2026-04-09 21:15:19.962,40.428596,-86.9278318,188.97999572753906,0.5142943263053894,-0.09097374230623245,46.00303268432617
1775769320.062614,2026-04-09 21:15:20.062,40.428596,-86.9278318,188.97999572753906,0.515812337398529,-0.09292376041412354,46.00212097167969
1775769320.162640,2026-04-09 21:15:20.162,40.428596,-86.9278318,188.97999572753906,0.5173094272613525,-0.09178610146045685,46.000484466552734
1775769320.262684,2026-04-09 21:15:20.262,40.428596,-86.9278318,188.97999572753906,0.5190728902816772,-0.09277883172035217,46.00053405761719
1775769320.362610,2026-04-09 21:15:20.362,40.428596,-86.9278318,188.97999572753906,0.5203195214271545,-0.09593373537063599,46.00110626220703
1775769320.462642,2026-04-09 21:15:20.462,40.428596,-86.9278318,188.97999572753906,0.5220286846160889,-0.09508316218852997,45.999446868896484
1775769320.562606,2026-04-09 21:15:20.562,40.428596,-86.9278318,188.97000122070312,0.5229846835136414,-0.09367337077856064,45.99812316894531
1775769320.662690,2026-04-09 21:15:20.662,40.428596,-86.9278317,188.97000122070312,0.5238162279129028,-0.09333975613117218,45.99587631225586
1775769320.762653,2026-04-09 21:15:20.762,40.428596,-86.9278317,188.97000122070312,0.5243732333183289,-0.09340592473745346,45.991668701171875
1775769320.862645,2026-04-09 21:15:20.862,40.428596,-86.9278317,188.97000122070312,0.525574266910553,-0.09504517167806625,45.98777389526367
1775769320.962676,2026-04-09 21:15:20.962,40.428596,-86.9278317,188.97000122070312,0.5237863659858704,-0.09727971255779266,45.986515045166016
1775769321.062645,2026-04-09 21:15:21.062,40.428596,-86.9278317,188.97000122070312,0.5264956951141357,-0.09607140719890594,45.98257064819336
1775769321.162645,2026-04-09 21:15:21.162,40.428596,-86.9278317,188.95999145507812,0.5272806286811829,-0.09820626676082611,45.97995376586914
1775769321.262645,2026-04-09 21:15:21.262,40.428596,-86.9278317,188.95999145507812,0.5280157327651978,-0.10057826340198517,45.97998046875
1775769321.362640,2026-04-09 21:15:21.362,40.428596,-86.9278317,188.95999145507812,0.5274934768676758,-0.10548490285873413,45.97924041748047
1775769321.462633,2026-04-09 21:15:21.462,40.428596,-86.9278317,188.95999145507812,0.5288692116737366,-0.1052883192896843,45.977943420410156
1775769321.562686,2026-04-09 21:15:21.562,40.428596,-86.9278318,188.95999145507812,0.5286698341369629,-0.10502343624830246,45.972415924072266
1775769321.662669,2026-04-09 21:15:21.662,40.428596,-86.9278318,188.9499969482422,0.5305976867675781,-0.10286018997430801,45.971370697021484
1775769321.762671,2026-04-09 21:15:21.762,40.428596,-86.9278318,188.9499969482422,0.5278347730636597,-0.10219232738018036,45.96217727661133
1775769321.862639,2026-04-09 21:15:21.862,40.428596,-86.9278318,188.9499969482422,0.5309131145477295,-0.10612822324037552,45.94940185546875
1775769321.962646,2026-04-09 21:15:21.962,40.428596,-86.9278318,188.9499969482422,0.537566602230072,-0.10879199206829071,45.954654693603516
